Technique_ID,Technique_Name,Tactic_ID,Tactic_Name,Parent_Technique_ID,URL
T1556.004,Modify Authentication Process:  Network Device Authentication,TA0005,Defense Evasion,T1556,https://attack.mitre.org/techniques/T1556/004/
T1556.005,Modify Authentication Process:  Reversible Encryption,TA0005,Defense Evasion,T1556,https://attack.mitre.org/techniques/T1556/005/
T1556.006,Modify Authentication Process:  Multi-Factor Authentication,TA0005,Defense Evasion,T1556,https://attack.mitre.org/techniques/T1556/006/
T1556.007,Modify Authentication Process:  Hybrid Identity,TA0005,Defense Evasion,T1556,https://attack.mitre.org/techniques/T1556/007/
T1556.008,Modify Authentication Process:  Network Provider DLL,TA0005,Defense Evasion,T1556,https://attack.mitre.org/techniques/T1556/008/
T1578,Modify Cloud Compute Infrastructure,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1578/
T1578.001,Modify Cloud Compute Infrastructure:  Create Snapshot,TA0005,Defense Evasion,T1578,https://attack.mitre.org/techniques/T1578/001/
T1578.002,Modify Cloud Compute Infrastructure:  Create Cloud Instance,TA0005,Defense Evasion,T1578,https://attack.mitre.org/techniques/T1578/002/
T1578.003,Modify Cloud Compute Infrastructure:  Delete Cloud Instance,TA0005,Defense Evasion,T1578,https://attack.mitre.org/techniques/T1578/003/
T1578.004,Modify Cloud Compute Infrastructure:  Revert Cloud Instance,TA0005,Defense Evasion,T1578,https://attack.mitre.org/techniques/T1578/004/
T1578.005,Modify Cloud Compute Infrastructure:  Modify Cloud Compute Configurations,TA0005,Defense Evasion,T1578,https://attack.mitre.org/techniques/T1578/005/
T1112,Modify Registry,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1112/
T1601,Modify System Image,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1601/
T1601.001,Modify System Image:  Patch System Image,TA0005,Defense Evasion,T1601,https://attack.mitre.org/techniques/T1601/001/
T1601.002,Modify System Image:  Downgrade System Image,TA0005,Defense Evasion,T1601,https://attack.mitre.org/techniques/T1601/002/
T1599,Network Boundary Bridging,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1599/
T1599.001,Network Boundary Bridging:  Network Address Translation Traversal,TA0005,Defense Evasion,T1599,https://attack.mitre.org/techniques/T1599/001/
T1027,Obfuscated Files or Information,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1027/
T1027.001,Obfuscated Files or Information:  Binary Padding,TA0005,Defense Evasion,T1027,https://attack.mitre.org/techniques/T1027/001/
T1027.002,Obfuscated Files or Information:  Software Packing,TA0005,Defense Evasion,T1027,https://attack.mitre.org/techniques/T1027/002/
T1027.003,Obfuscated Files or Information:  Steganography,TA0005,Defense Evasion,T1027,https://attack.mitre.org/techniques/T1027/003/
T1027.004,Obfuscated Files or Information:  Compile After Delivery,TA0005,Defense Evasion,T1027,https://attack.mitre.org/techniques/T1027/004/
T1027.005,Obfuscated Files or Information:  Indicator Removal from Tools,TA0005,Defense Evasion,T1027,https://attack.mitre.org/techniques/T1027/005/
T1027.006,Obfuscated Files or Information:  HTML Smuggling,TA0005,Defense Evasion,T1027,https://attack.mitre.org/techniques/T1027/006/
T1027.007,Obfuscated Files or Information:  Dynamic API Resolution,TA0005,Defense Evasion,T1027,https://attack.mitre.org/techniques/T1027/007/
T1027.008,Obfuscated Files or Information:  Stripped Payloads,TA0005,Defense Evasion,T1027,https://attack.mitre.org/techniques/T1027/008/
T1027.009,Obfuscated Files or Information:  Embedded Payloads,TA0005,Defense Evasion,T1027,https://attack.mitre.org/techniques/T1027/009/
T1027.010,Obfuscated Files or Information:  Command Obfuscation,TA0005,Defense Evasion,T1027,https://attack.mitre.org/techniques/T1027/010/
T1027.011,Obfuscated Files or Information:  Fileless Storage,TA0005,Defense Evasion,T1027,https://attack.mitre.org/techniques/T1027/011/
T1027.012,Obfuscated Files or Information:  LNK Icon Smuggling,TA0005,Defense Evasion,T1027,https://attack.mitre.org/techniques/T1027/012/
T1647,Plist File Modification,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1647/
T1542,Pre-OS Boot,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1542/
T1542.001,Pre-OS Boot:  System Firmware,TA0005,Defense Evasion,T1542,https://attack.mitre.org/techniques/T1542/001/
T1542.002,Pre-OS Boot:  Component Firmware,TA0005,Defense Evasion,T1542,https://attack.mitre.org/techniques/T1542/002/
T1542.003,Pre-OS Boot:  Bootkit,TA0005,Defense Evasion,T1542,https://attack.mitre.org/techniques/T1542/003/
T1542.004,Pre-OS Boot:  ROMMONkit,TA0005,Defense Evasion,T1542,https://attack.mitre.org/techniques/T1542/004/
T1542.005,Pre-OS Boot:  TFTP Boot,TA0005,Defense Evasion,T1542,https://attack.mitre.org/techniques/T1542/005/
T1055,Process Injection,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1055/
T1055.001,Process Injection:  Dynamic-link Library Injection,TA0005,Defense Evasion,T1055,https://attack.mitre.org/techniques/T1055/001/
T1055.002,Process Injection:  Portable Executable Injection,TA0005,Defense Evasion,T1055,https://attack.mitre.org/techniques/T1055/002/
T1055.003,Process Injection:  Thread Execution Hijacking,TA0005,Defense Evasion,T1055,https://attack.mitre.org/techniques/T1055/003/
T1055.004,Process Injection:  Asynchronous Procedure Call,TA0005,Defense Evasion,T1055,https://attack.mitre.org/techniques/T1055/004/
T1055.005,Process Injection:  Thread Local Storage,TA0005,Defense Evasion,T1055,https://attack.mitre.org/techniques/T1055/005/
T1055.008,Process Injection:  Ptrace System Calls,TA0005,Defense Evasion,T1055,https://attack.mitre.org/techniques/T1055/008/
T1055.009,Process Injection:  Proc Memory,TA0005,Defense Evasion,T1055,https://attack.mitre.org/techniques/T1055/009/
T1055.011,Process Injection:  Extra Window Memory Injection,TA0005,Defense Evasion,T1055,https://attack.mitre.org/techniques/T1055/011/
T1055.012,Process Injection:  Process Hollowing,TA0005,Defense Evasion,T1055,https://attack.mitre.org/techniques/T1055/012/
T1055.013,Process Injection:  Process Doppelganging,TA0005,Defense Evasion,T1055,https://attack.mitre.org/techniques/T1055/013/
T1055.014,Process Injection:  VDSO Hijacking,TA0005,Defense Evasion,T1055,https://attack.mitre.org/techniques/T1055/014/
T1055.015,Process Injection:  ListPlanting,TA0005,Defense Evasion,T1055,https://attack.mitre.org/techniques/T1055/015/
T1620,Reflective Code Loading,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1620/
T1207,Rogue Domain Controller,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1207/
T1014,Rootkit,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1014/
T1553,Subvert Trust Controls,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1553/
T1553.001,Subvert Trust Controls:  Gatekeeper Bypass,TA0005,Defense Evasion,T1553,https://attack.mitre.org/techniques/T1553/001/
T1553.002,Subvert Trust Controls:  Code Signing,TA0005,Defense Evasion,T1553,https://attack.mitre.org/techniques/T1553/002/
T1553.003,Subvert Trust Controls:  SIP and Trust Provider Hijacking,TA0005,Defense Evasion,T1553,https://attack.mitre.org/techniques/T1553/003/
T1553.004,Subvert Trust Controls:  Install Root Certificate,TA0005,Defense Evasion,T1553,https://attack.mitre.org/techniques/T1553/004/
T1553.005,Subvert Trust Controls:  Mark-of-the-Web Bypass,TA0005,Defense Evasion,T1553,https://attack.mitre.org/techniques/T1553/005/
T1553.006,Subvert Trust Controls:  Code Signing Policy Modification,TA0005,Defense Evasion,T1553,https://attack.mitre.org/techniques/T1553/006/
T1218,System Binary Proxy Execution,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1218/
T1218.001,System Binary Proxy Execution:  Compiled HTML File,TA0005,Defense Evasion,T1218,https://attack.mitre.org/techniques/T1218/001/
T1218.002,System Binary Proxy Execution:  Control Panel,TA0005,Defense Evasion,T1218,https://attack.mitre.org/techniques/T1218/002/
T1218.003,System Binary Proxy Execution:  CMSTP,TA0005,Defense Evasion,T1218,https://attack.mitre.org/techniques/T1218/003/
T1218.004,System Binary Proxy Execution:  InstallUtil,TA0005,Defense Evasion,T1218,https://attack.mitre.org/techniques/T1218/004/
T1218.005,System Binary Proxy Execution:  Mshta,TA0005,Defense Evasion,T1218,https://attack.mitre.org/techniques/T1218/005/
T1218.007,System Binary Proxy Execution:  Msiexec,TA0005,Defense Evasion,T1218,https://attack.mitre.org/techniques/T1218/007/
T1218.008,System Binary Proxy Execution:  ODBCconf,TA0005,Defense Evasion,T1218,https://attack.mitre.org/techniques/T1218/008/
T1218.009,System Binary Proxy Execution:  Regsvcs/Regasm,TA0005,Defense Evasion,T1218,https://attack.mitre.org/techniques/T1218/009/
T1218.010,System Binary Proxy Execution:  Regsvr32,TA0005,Defense Evasion,T1218,https://attack.mitre.org/techniques/T1218/010/
T1218.011,System Binary Proxy Execution:  Rundll32,TA0005,Defense Evasion,T1218,https://attack.mitre.org/techniques/T1218/011/
T1218.012,System Binary Proxy Execution:  Verclsid,TA0005,Defense Evasion,T1218,https://attack.mitre.org/techniques/T1218/012/
T1218.013,System Binary Proxy Execution:  Mavinject,TA0005,Defense Evasion,T1218,https://attack.mitre.org/techniques/T1218/013/
T1218.014,System Binary Proxy Execution:  MMC,TA0005,Defense Evasion,T1218,https://attack.mitre.org/techniques/T1218/014/
T1216,System Script Proxy Execution,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1216/
T1216.001,System Script Proxy Execution:  PubPrn,TA0005,Defense Evasion,T1216,https://attack.mitre.org/techniques/T1216/001/
T1221,Template Injection,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1221/
T1205,Traffic Signaling,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1205/
T1205.001,Traffic Signaling:  Port Knocking,TA0005,Defense Evasion,T1205,https://attack.mitre.org/techniques/T1205/001/
T1205.002,Traffic Signaling:  Socket Filters,TA0005,Defense Evasion,T1205,https://attack.mitre.org/techniques/T1205/002/
T1127,Trusted Developer Utilities Proxy Execution,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1127/
T1127.001,Trusted Developer Utilities Proxy Execution:  MSBuild,TA0005,Defense Evasion,T1127,https://attack.mitre.org/techniques/T1127/001/
T1535,Unused / Unsupported Cloud Regions,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1535/
T1550,Use Alternate Authentication Material,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1550/
T1550.001,Use Alternate Authentication Material:  Application Access Token,TA0005,Defense Evasion,T1550,https://attack.mitre.org/techniques/T1550/001/
T1550.002,Use Alternate Authentication Material:  Pass the Hash,TA0005,Defense Evasion,T1550,https://attack.mitre.org/techniques/T1550/002/
T1550.003,Use Alternate Authentication Material:  Pass the Ticket,TA0005,Defense Evasion,T1550,https://attack.mitre.org/techniques/T1550/003/
T1550.004,Use Alternate Authentication Material:  Web Session Cookie,TA0005,Defense Evasion,T1550,https://attack.mitre.org/techniques/T1550/004/
T1078,Valid Accounts,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1078/
T1078.001,Valid Accounts:  Default Accounts,TA0005,Defense Evasion,T1078,https://attack.mitre.org/techniques/T1078/001/
T1078.002,Valid Accounts:  Domain Accounts,TA0005,Defense Evasion,T1078,https://attack.mitre.org/techniques/T1078/002/
T1078.003,Valid Accounts:  Local Accounts,TA0005,Defense Evasion,T1078,https://attack.mitre.org/techniques/T1078/003/
T1078.004,Valid Accounts:  Cloud Accounts,TA0005,Defense Evasion,T1078,https://attack.mitre.org/techniques/T1078/004/
T1497,Virtualization / Sandbox Evasion,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1497/
T1497.001,Virtualization / Sandbox Evasion:  System Checks,TA0005,Defense Evasion,T1497,https://attack.mitre.org/techniques/T1497/001/
T1497.002,Virtualization / Sandbox Evasion:  User Activity Based Checks,TA0005,Defense Evasion,T1497,https://attack.mitre.org/techniques/T1497/002/
T1497.003,Virtualization / Sandbox Evasion:  Time Based Evasion,TA0005,Defense Evasion,T1497,https://attack.mitre.org/techniques/T1497/003/
T1600,Weaken Encryption,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1600/
T1600.001,Weaken Encryption:  Reduce Key Space,TA0005,Defense Evasion,T1600,https://attack.mitre.org/techniques/T1600/001/
T1600.002,Weaken Encryption:  Disable Crypto Hardware,TA0005,Defense Evasion,T1600,https://attack.mitre.org/techniques/T1600/002/
T1220,XSL Script Processing,TA0005,Defense Evasion,<none>,https://attack.mitre.org/techniques/T1220/
T1557,Adversary in the Middle,TA0006,Credential Access,<none>,https://attack.mitre.org/techniques/T1557/
T1557.001,Adversary in the Middle:  LLMNR/NBT-NS Poisoning and SMB Relay,TA0006,Credential Access,T1557,https://attack.mitre.org/techniques/T1557/001/
T1557.002,Adversary in the Middle:  ARP Cache Poisoning,TA0006,Credential Access,T1557,https://attack.mitre.org/techniques/T1557/002/
T1557.003,Adversary in the Middle:  DHCP Spoofing,TA0006,Credential Access,T1557,https://attack.mitre.org/techniques/T1557/003/
T1110,Brute Force,TA0006,Credential Access,<none>,https://attack.mitre.org/techniques/T1110/
T1110.001,Brute Force:  Password Guessing,TA0006,Credential Access,T1110,https://attack.mitre.org/techniques/T1110/001/
T1110.002,Brute Force:  Password Cracking,TA0006,Credential Access,T1110,https://attack.mitre.org/techniques/T1110/002/
T1110.003,Brute Force:  Password Spraying,TA0006,Credential Access,T1110,https://attack.mitre.org/techniques/T1110/003/
T1110.004,Brute Force:  Credential Stuffing,TA0006,Credential Access,T1110,https://attack.mitre.org/techniques/T1110/004/
T1555,Credentials from Password Stores,TA0006,Credential Access,<none>,https://attack.mitre.org/techniques/T1555/
T1555.001,Credentials from Password Stores:  Keychain,TA0006,Credential Access,T1555,https://attack.mitre.org/techniques/T1555/001/
T1555.002,Credentials from Password Stores:  Securityd Memory,TA0006,Credential Access,T1555,https://attack.mitre.org/techniques/T1555/002/
T1555.003,Credentials from Password Stores:  Credentials from Web Browsers,TA0006,Credential Access,T1555,https://attack.mitre.org/techniques/T1555/003/
T1555.004,Credentials from Password Stores:  Windows Credential Manager,TA0006,Credential Access,T1555,https://attack.mitre.org/techniques/T1555/004/
T1555.005,Credentials from Password Stores:  Password Managers,TA0006,Credential Access,T1555,https://attack.mitre.org/techniques/T1555/005/
T1555.006,Credentials from Password Stores:  Cloud Secrets Management Stores,TA0006,Credential Access,T1555,https://attack.mitre.org/techniques/T1555/006/
T1212,Exploitation for Credential Access,TA0006,Credential Access,<none>,https://attack.mitre.org/techniques/T1212/
T1187,Forced Authentication,TA0006,Credential Access,<none>,https://attack.mitre.org/techniques/T1187/
T1606,Forge Web Credentials,TA0006,Credential Access,<none>,https://attack.mitre.org/techniques/T1606/
T1606.001,Forge Web Credentials:  Web Cookies,TA0006,Credential Access,T1606,https://attack.mitre.org/techniques/T1606/001/
T1606.002,Forge Web Credentials:  SAML Tokens,TA0006,Credential Access,T1606,https://attack.mitre.org/techniques/T1606/002/
T1056,Input Capture,TA0006,Credential Access,<none>,https://attack.mitre.org/techniques/T1056/
T1056.001,Input Capture:  Keylogging,TA0006,Credential Access,T1056,https://attack.mitre.org/techniques/T1056/001/
T1056.002,Input Capture:  GUI Input Capture,TA0006,Credential Access,T1056,https://attack.mitre.org/techniques/T1056/002/
T1056.003,Input Capture:  Web Portal Capture,TA0006,Credential Access,T1056,https://attack.mitre.org/techniques/T1056/003/
T1056.004,Input Capture:  Credential API Hooking,TA0006,Credential Access,T1056,https://attack.mitre.org/techniques/T1056/004/
T1556,Modify Authentication Process,TA0006,Credential Access,<none>,https://attack.mitre.org/techniques/T1556/
T1556.001,Modify Authentication Process:  Domain Controller Authentication,TA0006,Credential Access,T1556,https://attack.mitre.org/techniques/T1556/001/
T1556.002,Modify Authentication Process:  Password Filter DLL,TA0006,Credential Access,T1556,https://attack.mitre.org/techniques/T1556/002/
T1556.003,Modify Authentication Process:  Pluggable Authentication Modules,TA0006,Credential Access,T1556,https://attack.mitre.org/techniques/T1556/003/
T1556.004,Modify Authentication Process:  Network Device Authentication,TA0006,Credential Access,T1556,https://attack.mitre.org/techniques/T1556/004/
T1556.005,Modify Authentication Process:  Reversible Encryption,TA0006,Credential Access,T1556,https://attack.mitre.org/techniques/T1556/005/
T1556.006,Modify Authentication Process:  Multi-Factor Authentication,TA0006,Credential Access,T1556,https://attack.mitre.org/techniques/T1556/006/
T1556.007,Modify Authentication Process:  Hybrid Identity,TA0006,Credential Access,T1556,https://attack.mitre.org/techniques/T1556/007/
T1556.008,Modify Authentication Process:  Network Provider DLL,TA0006,Credential Access,T1556,https://attack.mitre.org/techniques/T1556/008/
T1111,Multi-Factor Authentication Interception,TA0006,Credential Access,<none>,https://attack.mitre.org/techniques/T1111/
T1621,Multi-Factor Authentication Request Generation,TA0006,Credential Access,<none>,https://attack.mitre.org/techniques/T1621/
T1040,Network Sniffing,TA0006,Credential Access,<none>,https://attack.mitre.org/techniques/T1040/
T1003,OS Credential Dumping,TA0006,Credential Access,<none>,https://attack.mitre.org/techniques/T1003/
T1003.001,OS Credential Dumping:  LSASS Memory,TA0006,Credential Access,T1003,https://attack.mitre.org/techniques/T1003/001/
T1003.002,OS Credential Dumping:  Security Account Manager,TA0006,Credential Access,T1003,https://attack.mitre.org/techniques/T1003/002/
T1003.003,OS Credential Dumping:  NTDS,TA0006,Credential Access,T1003,https://attack.mitre.org/techniques/T1003/003/
T1003.004,OS Credential Dumping:  LSA Secrets,TA0006,Credential Access,T1003,https://attack.mitre.org/techniques/T1003/004/
T1003.005,OS Credential Dumping:  Cached Domain Credentials,TA0006,Credential Access,T1003,https://attack.mitre.org/techniques/T1003/005/
T1003.006,OS Credential Dumping:  DCSync,TA0006,Credential Access,T1003,https://attack.mitre.org/techniques/T1003/006/
T1003.007,OS Credential Dumping:  Proc Filesystem,TA0006,Credential Access,T1003,https://attack.mitre.org/techniques/T1003/007/
T1003.008,OS Credential Dumping:  /etc/passwd and /etc/shadow,TA0006,Credential Access,T1003,https://attack.mitre.org/techniques/T1003/008/
T1528,Steal Application Access Token,TA0006,Credential Access,<none>,https://attack.mitre.org/techniques/T1528/
T1649,Steal or Forge Authentication Certificates,TA0006,Credential Access,<none>,https://attack.mitre.org/techniques/T1649/
T1558,Steal or Forge Kerberos Tickets,TA0006,Credential Access,<none>,https://attack.mitre.org/techniques/T1558/
T1558.001,Steal or Forge Kerberos Tickets:  Golden Ticket,TA0006,Credential Access,T1558,https://attack.mitre.org/techniques/T1558/001/
T1558.002,Steal or Forge Kerberos Tickets:  Silver Ticket,TA0006,Credential Access,T1558,https://attack.mitre.org/techniques/T1558/002/
T1558.003,Steal or Forge Kerberos Tickets:  Kerberoasting,TA0006,Credential Access,T1558,https://attack.mitre.org/techniques/T1558/003/
T1558.004,Steal or Forge Kerberos Tickets:  AS-REP Roasting,TA0006,Credential Access,T1558,https://attack.mitre.org/techniques/T1558/004/
T1539,Steal Web Session Cookie,TA0006,Credential Access,<none>,https://attack.mitre.org/techniques/T1539/
T1552,Unsecured Credentials,TA0006,Credential Access,<none>,https://attack.mitre.org/techniques/T1552/
T1552.001,Unsecured Credentials:  Credentials in Files,TA0006,Credential Access,T1552,https://attack.mitre.org/techniques/T1552/001/
T1552.002,Unsecured Credentials:  Credentials in Registry,TA0006,Credential Access,T1552,https://attack.mitre.org/techniques/T1552/002/
T1552.003,Unsecured Credentials:  Bash History,TA0006,Credential Access,T1552,https://attack.mitre.org/techniques/T1552/003/
T1552.004,Unsecured Credentials:  Private Keys,TA0006,Credential Access,T1552,https://attack.mitre.org/techniques/T1552/004/
T1552.005,Unsecured Credentials:  Cloud Instance Metadata API,TA0006,Credential Access,T1552,https://attack.mitre.org/techniques/T1552/005/
T1552.006,Unsecured Credentials:  Group Policy Preferences,TA0006,Credential Access,T1552,https://attack.mitre.org/techniques/T1552/006/
T1552.007,Unsecured Credentials:  Container API,TA0006,Credential Access,T1552,https://attack.mitre.org/techniques/T1552/007/
T1552.008,Unsecured Credentials:  Chat Messages,TA0006,Credential Access,T1552,https://attack.mitre.org/techniques/T1552/008/
T1087,Account Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1087/
T1087.001,Account Discovery:  Local Account,TA0007,Discovery,T1087,https://attack.mitre.org/techniques/T1087/001/
T1087.002,Account Discovery:  Domain Account,TA0007,Discovery,T1087,https://attack.mitre.org/techniques/T1087/002/
T1087.003,Account Discovery:  Email Account,TA0007,Discovery,T1087,https://attack.mitre.org/techniques/T1087/003/
T1087.004,Account Discovery:  Cloud Account,TA0007,Discovery,T1087,https://attack.mitre.org/techniques/T1087/004/
T1010,Application Window Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1010/
T1217,Browser Information Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1217/
T1580,Cloud Infrastructure Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1580/
T1538,Cloud Service Dashboard,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1538/
T1526,Cloud Service Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1526/
T1619,Cloud Storage Object Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1619/
T1613,Container and Resource Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1613/
T1622,Debugger Evasion,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1622/
T1652,Device Driver Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1652/
T1482,Domain Trust Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1482/
T1083,File and Directory Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1083/
T1615,Group Policy Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1615/
T1654,Log Enumeration,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1654/
T1046,Network Service Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1046/
T1135,Network Share Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1135/
T1040,Network Sniffing,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1040/
T1201,Password Policy Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1201/
T1120,Peripheral Device Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1120/
T1069,Permission Group Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1069/
T1069.001,Permission Group Discovery:  Local Groups,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1069.001/
T1069.002,Permission Group Discovery:  Domain Groups,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1069.002/
T1069.003,Permission Group Discovery:  Cloud Groups,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1069.003/
T1057,Process Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1057/
T1012,Query Registry,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1012/
T1018,Remote System Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1018/
T1518,Software Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1518/
T1518.001,Software Discovery:  Security Software Discovery,TA0007,Discovery,T1518,https://attack.mitre.org/techniques/T1518/001/
T1082,System Information Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1082/
T1614,System Location Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1614/
T1614.001,System Location Discovery:  System Language Discovery,TA0007,Discovery,T1614,https://attack.mitre.org/techniques/T1614/001/
T1016,System Network Configuration Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1016/
T1016.001,System Network Configuration Discovery:  Internet Connection Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1016.001/
T1016.002,System Network Configuration Discovery:  Wi-Fi Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1016.002/
T1049,System Network Connections Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1049/
T1033,System Owner / User Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1033/
T1007,System Service Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1007/
T1124,System Time Discovery,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1124/
T1497,Virtualization / Sandbox Evasion,TA0007,Discovery,<none>,https://attack.mitre.org/techniques/T1497/
T1497.001,Virtualization / Sandbox Evasion:  System Checks,TA0007,Discovery,T1497,https://attack.mitre.org/techniques/T1497/001/
T1497.002,Virtualization / Sandbox Evasion:  User Activity Based Checks,TA0007,Discovery,T1497,https://attack.mitre.org/techniques/T1497/002/
T1497.003,Virtualization / Sandbox Evasion:  Time Based Evasion,TA0007,Discovery,T1497,https://attack.mitre.org/techniques/T1497/003/
T1210,Exploitation of Remote Services,TA0008,Lateral Movement,<none>,https://attack.mitre.org/techniques/T1210/
T1534,Internal Spearphishing,TA0008,Lateral Movement,<none>,https://attack.mitre.org/techniques/T1534/
T1570,Lateral Tool Transfer,TA0008,Lateral Movement,<none>,https://attack.mitre.org/techniques/T1570/
T1563,Remote Service Session Hijacking,TA0008,Lateral Movement,<none>,https://attack.mitre.org/techniques/T1563/
T1563.001,Remote Service Session Hijacking:  SSH Hijacking,TA0008,Lateral Movement,T1563,https://attack.mitre.org/techniques/T1563/001/
T1563.002,Remote Service Session Hijacking:  RDP Hijacking,TA0008,Lateral Movement,T1563,https://attack.mitre.org/techniques/T1563/002/
T1021,Remote Services,TA0008,Lateral Movement,<none>,https://attack.mitre.org/techniques/T1021/
T1021.001,Remote Services:  Remote Desktop Protocol,TA0008,Lateral Movement,T1021,https://attack.mitre.org/techniques/T1021/001/
T1021.002,Remote Services:  SMB / Windows Admin Shares,TA0008,Lateral Movement,T1021,https://attack.mitre.org/techniques/T1021/002/
T1021.003,Remote Services:  Distributed Component Object Model,TA0008,Lateral Movement,T1021,https://attack.mitre.org/techniques/T1021/003/
T1021.004,Remote Services:  SSH,TA0008,Lateral Movement,T1021,https://attack.mitre.org/techniques/T1021/004/
T1021.005,Remote Services:  VNC,TA0008,Lateral Movement,T1021,https://attack.mitre.org/techniques/T1021/005/
T1021.006,Remote Services:  Windows Remote Management,TA0008,Lateral Movement,T1021,https://attack.mitre.org/techniques/T1021/006/
T1021.007,Remote Services:  Cloud Services,TA0008,Lateral Movement,T1021,https://attack.mitre.org/techniques/T1021/007/
T1021.008,Remote Services:  Direct Cloud VM Connections,TA0008,Lateral Movement,T1021,https://attack.mitre.org/techniques/T1021/008/
T1091,Replication Through Removable Media,TA0008,Lateral Movement,<none>,https://attack.mitre.org/techniques/T1091/
T1072,Software Deployment Tools,TA0008,Lateral Movement,<none>,https://attack.mitre.org/techniques/T1072/
T1080,Taint Shared Content,TA0008,Lateral Movement,<none>,https://attack.mitre.org/techniques/T1080/
T1550,Use Alternate Authentication Material,TA0008,Lateral Movement,<none>,https://attack.mitre.org/techniques/T1550/
T1550.001,Use Alternate Authentication Material:  Application Access Token,TA0008,Lateral Movement,T1550,https://attack.mitre.org/techniques/T1550/001/
T1550.002,Use Alternate Authentication Material:  Pass the Hash,TA0008,Lateral Movement,T1550,https://attack.mitre.org/techniques/T1550/002/
T1550.003,Use Alternate Authentication Material:  Pass the Ticket,TA0008,Lateral Movement,T1550,https://attack.mitre.org/techniques/T1550/003/
T1550.004,Use Alternate Authentication Material:  Web Session Cookie,TA0008,Lateral Movement,T1550,https://attack.mitre.org/techniques/T1550/004/
T1557,Adversary in the Middle,TA0009,Collection,<none>,https://attack.mitre.org/techniques/T1557/
